Tree ID,Longitude,Latitude,Common Name,Condition Class / Infestation Pattern,List of Trees on  residential property,BTM positive trees self reported  on residential property,BTM positive Tree Species on property,Dbh 1. inches,Dbh 2,Dbh 3,Dbh 4,Dbh 5,Dbh 6,Number Observed BTM Nests,Entry Source,BTM (Y/N),Interest in Help,Tree Type,Distance to Water,Proposed Treatment Type (Insert/Injection; Manual Removal; Organic Spray),"Treatm.  Priority (1: High, 2: Med, 3: Low)",Geopoint
526,-69.654393038,44.578812042,Oak-Northern Red,Good,N/A,N/A,1,11,0,0,0,0,0,7,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.654393038 44.578812042)
535,-69.652777909,44.576309999,Oak-Northern Red,Good,N/A,N/A,1,13,8,0,0,0,0,7,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.652777909 44.576309999)
524,-69.654338967,44.578644149,Oak-Northern Red,Fair,N/A,N/A,1,14,0,0,0,0,0,7,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.654338967 44.578644149)
641,-69.651951748,44.574166775,Oak-Northern Red,Fair,N/A,N/A,1,14,0,0,0,0,0,7,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.651951748 44.574166775)
640,-69.65199138,44.574365821,Oak-Northern Red,Good,N/A,N/A,1,23,0,0,0,0,0,7,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.65199138 44.574365821)
90,-69.627185864,44.552855569,Elm-American,Good,N/A,N/A,1,4,0,0,0,0,0,6,Bartlett Invent Feb 2022,Y,N/A,Ornamental,<25,Insert/Injection,1,POINT(-69.627185864 44.552855569)
540,-69.652267985,44.575309061,Oak-Northern Red,Poor,N/A,N/A,1,10,0,0,0,0,0,6,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.652267985 44.575309061)
543,-69.652254537,44.575379054,Oak-Northern Red,Good,N/A,N/A,1,10,0,0,0,0,0,6,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.652254537 44.575379054)
546,-69.652298428,44.574680224,Oak-Northern Red,Fair,N/A,N/A,1,10,0,0,0,0,0,6,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.652298428 44.574680224)
519,-69.654646604,44.579375345,Oak-Northern Red,Good,N/A,N/A,1,11,8,0,0,0,0,6,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.654646604 44.579375345)
525,-69.654399705,44.578765188,Oak-Northern Red,Fair,N/A,N/A,1,12,0,0,0,0,0,6,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.654399705 44.578765188)
374,-69.660765979,44.534027361,Oak-Northern Red,Good,N/A,N/A,1,13,0,0,0,0,0,6,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.660765979 44.534027361)
552,-69.652066059,44.57393026,Oak-Northern Red,Fair,N/A,N/A,1,17,0,0,0,0,0,6,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.652066059 44.57393026)
326,-69.642589696,44.534760839,Oak-Northern Red,Good,N/A,N/A,1,19,0,0,0,0,0,6,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.642589696 44.534760839)
489,-69.656218736,44.58058279,Poplar-Bigtooth Aspen,Good,N/A,N/A,1,14,0,0,0,0,0,6,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.656218736 44.58058279)
458,-69.66122492,44.52740095,Cherry-Black,Poor,N/A,N/A,1,8,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.66122492 44.52740095)
455,-69.661268433,44.527500848,Cherry-Black,Fair,N/A,N/A,1,10,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.661268433 44.527500848)
352,-69.662314828,44.528718456,Cherry-Black,Poor,N/A,N/A,1,12,11,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.662314828 44.528718456)
477,-69.659834538,44.526939686,Cherry-Black,Poor,N/A,N/A,1,12,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,25-250,Organic Spray,1,POINT(-69.659834538 44.526939686)
311,-69.64232827,44.535351871,Elm-American,Fair,N/A,N/A,1,15,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.64232827 44.535351871)
206,-69.628121475,44.553180069,Maple-Sugar,Good,N/A,N/A,1,14,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.628121475 44.553180069)
207,-69.628138644,44.553203955,Maple-Sugar,Fair,N/A,N/A,1,14,12,6,6,5,5,5,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.628138644 44.553203955)
444,-69.660057978,44.53416864,Oak-Northern Red,Good,N/A,N/A,1,6,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.660057978 44.53416864)
631,-69.652657391,44.576182169,Oak-Northern Red,Good,N/A,N/A,1,8,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.652657391 44.576182169)
637,-69.652119254,44.574748325,Oak-Northern Red,Good,N/A,N/A,1,8,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.652119254 44.574748325)
553,-69.652056251,44.573793361,Oak-Northern Red,Good,N/A,N/A,1,9,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.652056251 44.573793361)
610,-69.655041939,44.580230144,Oak-Northern Red,Good,N/A,N/A,1,9,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.655041939 44.580230144)
635,-69.652298815,44.575447815,Oak-Northern Red,Good,N/A,N/A,1,11,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.652298815 44.575447815)
633,-69.652291113,44.575497797,Oak-Northern Red,Good,N/A,N/A,1,13,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.652291113 44.575497797)
607,-69.655061263,44.580293604,Oak-Northern Red,Good,N/A,N/A,1,17,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.655061263 44.580293604)
45,-69.627712055,44.551043508,Oak-Northern Red,Fair,N/A,N/A,1,3,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.627712055 44.551043508)
423,-69.658934085,44.534165521,Poplar-Aspen,Poor,N/A,N/A,1,16,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.658934085 44.534165521)
74,-69.627188771,44.552655427,Serviceberry,Good,N/A,N/A,1,1,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Bush,<25,Manual Removal,1,POINT(-69.627188771 44.552655427)
64,-69.627136031,44.552257254,Serviceberry,Good,N/A,N/A,1,2,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Bush,<25,Manual Removal,1,POINT(-69.627136031 44.552257254)
75,-69.627161179,44.552673261,Serviceberry,Good,N/A,N/A,1,2,0,0,0,0,0,5,Bartlett Invent Feb 2022,Y,N/A,Bush,<25,Manual Removal,1,POINT(-69.627161179 44.552673261)
349,-69.662390349,44.528763964,Cherry-Black,Fair,N/A,N/A,1,6,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.662390349 44.528763964)
341,-69.662876484,44.528955536,Cherry-Black,Good,N/A,N/A,1,7,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.662876484 44.528955536)
338,-69.663110979,44.529126312,Cherry-Black,Good,N/A,N/A,1,10,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.663110979 44.529126312)
121,-69.633496756,44.550820609,Elm-American,Good,N/A,N/A,1,3,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.633496756 44.550820609)
24,-69.627911422,44.550804653,Elm-American,Good,N/A,N/A,1,5,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.627911422 44.550804653)
33,-69.627705984,44.550629017,Elm-American,Good,N/A,N/A,1,5,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.627705984 44.550629017)
25,-69.627832251,44.550770545,Elm-American,Fair,N/A,N/A,1,6,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.627832251 44.550770545)
278,-69.643681873,44.534474968,Maple-Boxelder,Fair,N/A,N/A,1,9,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.643681873 44.534474968)
309,-69.638579768,44.538109946,Maple-Freeman's,Good,N/A,N/A,1,19,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.638579768 44.538109946)
225,-69.62822185,44.551675879,Maple-Norway,Good,N/A,N/A,1,11,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.62822185 44.551675879)
521,-69.65453839,44.579120469,Oak-Northern Red,Good,N/A,N/A,1,9,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.65453839 44.579120469)
605,-69.655177022,44.580346956,Oak-Northern Red,Poor,N/A,N/A,1,9,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.655177022 44.580346956)
269,-69.631143566,44.567420479,Oak-Northern Red,Poor,N/A,N/A,1,10,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.631143566 44.567420479)
498,-69.65520196,44.58017348,Oak-Northern Red,Good,N/A,N/A,1,11,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.65520196 44.58017348)
602,-69.655255377,44.580399469,Oak-Northern Red,Good,N/A,N/A,1,12,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.655255377 44.580399469)
554,-69.651463194,44.571968223,Oak-Northern Red,Good,N/A,N/A,1,14,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.651463194 44.571968223)
486,-69.660258939,44.527009341,Poplar-Aspen,Poor,N/A,N/A,1,9,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.660258939 44.527009341)
483,-69.660130139,44.527036052,Poplar-Aspen,Poor,N/A,N/A,1,13,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.660130139 44.527036052)
380,-69.660742049,44.534215574,Poplar-Bigtooth Aspen,Good,N/A,N/A,1,6,0,0,0,0,0,4,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.660742049 44.534215574)
303,-69.631031761,44.567647165,Birch-Paper,Good,N/A,N/A,1,8,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.631031761 44.567647165)
461,-69.661080904,44.527357027,Cherry-Black,Fair,N/A,N/A,1,7,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.661080904 44.527357027)
342,-69.662852182,44.528925725,Crabapple,Fair,N/A,N/A,1,8,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.662852182 44.528925725)
29,-69.627535547,44.550823042,Crabapple,Good,N/A,N/A,1,5,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,25-250,Organic Spray,1,POINT(-69.627535547 44.550823042)
340,-69.662996024,44.529037938,Elm-American,Good,N/A,N/A,1,10,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.662996024 44.529037938)
318,-69.64236807,44.535194947,Maple-Norway,Fair,N/A,N/A,1,20,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.64236807 44.535194947)
254,-69.64630032,44.56156175,Maple-Red,Good,N/A,N/A,1,5,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.64630032 44.56156175)
100,-69.627503344,44.553042259,Maple-Sugar,Good,N/A,N/A,1,3,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,25-250,Organic Spray,1,POINT(-69.627503344 44.553042259)
604,-69.655232157,44.580357124,Oak-Northern Red,Good,N/A,N/A,1,8,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.655232157 44.580357124)
304,-69.631097597,44.567436812,Oak-Northern Red,Good,N/A,N/A,1,9,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.631097597 44.567436812)
542,-69.652270663,44.575356501,Oak-Northern Red,Good,N/A,N/A,1,9,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.652270663 44.575356501)
549,-69.652146604,44.574312791,Oak-Northern Red,Good,N/A,N/A,1,12,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.652146604 44.574312791)
42,-69.627548722,44.551067037,Oak-Northern Red,Good,N/A,N/A,1,3,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.627548722 44.551067037)
502,-69.655138318,44.580048357,Poplar-Aspen,Good,N/A,N/A,1,16,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.655138318 44.580048357)
501,-69.655171658,44.580055708,Poplar-Aspen,Good,N/A,N/A,1,19,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.655171658 44.580055708)
485,-69.66027415799999,44.527014621,Poplar-Aspen,Fair,N/A,N/A,1,8,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.66027415799999 44.527014621)
382,-69.66069974,44.534174595,Poplar-Bigtooth Aspen,Poor,N/A,N/A,1,6,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.66069974 44.534174595)
488,-69.656248935,44.580609576,Poplar-Bigtooth Aspen,Good,N/A,N/A,1,12,0,0,0,0,0,3,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.656248935 44.580609576)
6,-69.646326048,44.561905663,Ash-Green,Good,N/A,N/A,1,13,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.646326048 44.561905663)
510,-69.654663634,44.579035123,Ash-White,Good,N/A,N/A,1,10,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.654663634 44.579035123)
51,-69.627184597,44.551287306,Birch-River,Good,N/A,N/A,1,3,3,1,1,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,<25,Insert/Injection,1,POINT(-69.627184597 44.551287306)
61,-69.627084652,44.552212285,Birch-River,Good,N/A,N/A,1,3,1,1,1,1,1,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,<25,Insert/Injection,1,POINT(-69.627084652 44.552212285)
68,-69.627203952,44.55240169,Birch-River,Good,N/A,N/A,1,3,2,1,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,<25,Insert/Injection,1,POINT(-69.627203952 44.55240169)
70,-69.627205471,44.552465323,Birch-River,Good,N/A,N/A,1,3,3,1,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,<25,Insert/Injection,1,POINT(-69.627205471 44.552465323)
71,-69.627243396,44.552490042,Birch-River,Good,N/A,N/A,1,3,2,2,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,<25,Insert/Injection,1,POINT(-69.627243396 44.552490042)
56,-69.627155242,44.551626848,Birch-River,Good,N/A,N/A,1,4,2,1,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,<25,Insert/Injection,1,POINT(-69.627155242 44.551626848)
58,-69.627146612,44.551707406,Birch-River,Good,N/A,N/A,1,4,4,3,1,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,<25,Insert/Injection,1,POINT(-69.627146612 44.551707406)
48,-69.627188632,44.55115757,Birch-River,Good,N/A,N/A,1,3,3,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.627188632 44.55115757)
49,-69.627224027,44.551231274,Birch-River,Good,N/A,N/A,1,3,3,2,2,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.627224027 44.551231274)
344,-69.662652941,44.528841767,Cherry-Black,Good,N/A,N/A,1,5,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.662652941 44.528841767)
354,-69.662271575,44.528688922,Cherry-Black,Fair,N/A,N/A,1,7,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.662271575 44.528688922)
459,-69.661195772,44.5274077,Cherry-Black,Poor,N/A,N/A,1,8,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.661195772 44.5274077)
355,-69.662260276,44.528683062,Cherry-Black,Fair,N/A,N/A,1,9,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.662260276 44.528683062)
384,-69.660540242,44.534175722,Crabapple,Fair,N/A,N/A,1,8,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.660540242 44.534175722)
31,-69.627462484,44.550816718,Crabapple,Good,N/A,N/A,1,5,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,25-250,Organic Spray,1,POINT(-69.627462484 44.550816718)
122,-69.633630843,44.550842164,Elm-American,Good,N/A,N/A,1,4,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.633630843 44.550842164)
123,-69.633751475,44.550858454,Elm-American,Good,N/A,N/A,1,8,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.633751475 44.550858454)
335,-69.642755904,44.53467235,Elm-American,Poor,N/A,N/A,1,12,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.642755904 44.53467235)
106,-69.629180762,44.549536456,Linden-Littleleaf,Good,N/A,N/A,1,2,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.629180762 44.549536456)
234,-69.628330238,44.55019436,Maple-Boxelder,Poor,N/A,N/A,1,14,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.628330238 44.55019436)
279,-69.64368957,44.534470744,Maple-Boxelder,Fair,N/A,N/A,1,12,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.64368957 44.534470744)
265,-69.630549835,44.567158679,Maple-Freeman's,Good,N/A,N/A,1,14,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.630549835 44.567158679)
262,-69.630260177,44.567114008,Maple-Freeman's,Good,N/A,N/A,1,18,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.630260177 44.567114008)
421,-69.658869082,44.534090768,Maple-Norway,Fair,N/A,N/A,1,7,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.658869082 44.534090768)
363,-69.660469546,44.533698622,Maple-Norway,Good,N/A,N/A,1,8,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.660469546 44.533698622)
215,-69.628191219,44.552318775,Maple-Norway,Fair,N/A,N/A,1,9,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.628191219 44.552318775)
210,-69.628173551,44.552673129,Maple-Norway,Good,N/A,N/A,1,10,8,7,6,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.628173551 44.552673129)
214,-69.628203633,44.552324151,Maple-Norway,Good,N/A,N/A,1,10,8,7,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.628203633 44.552324151)
220,-69.628181923,44.552134622,Maple-Norway,Good,N/A,N/A,1,10,6,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.628181923 44.552134622)
223,-69.628225731,44.551966246,Maple-Norway,Poor,N/A,N/A,1,10,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.628225731 44.551966246)
227,-69.628221847,44.551531317,Maple-Norway,Good,N/A,N/A,1,12,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.628221847 44.551531317)
361,-69.660433636,44.533602268,Maple-Norway,Good,N/A,N/A,1,12,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.660433636 44.533602268)
221,-69.628197902,44.552128284,Maple-Norway,Good,N/A,N/A,1,13,10,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.628197902 44.552128284)
175,-69.646170427,44.563222079,Maple-Norway,Good,N/A,N/A,1,14,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.646170427 44.563222079)
209,-69.628173615,44.552741134,Maple-Norway,Good,N/A,N/A,1,14,11,11,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.628173615 44.552741134)
176,-69.646332353,44.563353655,Maple-Norway,Good,N/A,N/A,1,15,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.646332353 44.563353655)
296,-69.643200389,44.534605322,Maple-Norway,Good,N/A,N/A,1,8,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.643200389 44.534605322)
328,-69.642705376,44.534753594,Maple-Norway,Fair,N/A,N/A,1,9,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.642705376 44.534753594)
282,-69.643560654,44.534537108,Maple-Norway,Good,N/A,N/A,1,10,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.643560654 44.534537108)
337,-69.661456284,44.529681703,Maple-Norway,Good,N/A,N/A,1,18,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,25-250,Insert/Injection,1,POINT(-69.661456284 44.529681703)
609,-69.655100595,44.580261689,Maple-Red,Good,N/A,N/A,1,7,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.655100595 44.580261689)
435,-69.659194841,44.534173851,Maple-Red,Fair,N/A,N/A,1,14,14,10,8,8,7,2,Bartlett Invent Feb 2022,Y,N/A,Ornamental,>250,Insert/Injection,1,POINT(-69.659194841 44.534173851)
134,-69.635817125,44.54761293,Maple-Sugar,Good,N/A,N/A,1,5,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.635817125 44.54761293)
246,-69.645284968,44.561758927,Maple-Sugar,Good,N/A,N/A,1,7,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.645284968 44.561758927)
247,-69.645394575,44.561671857,Maple-Sugar,Good,N/A,N/A,1,7,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.645394575 44.561671857)
268,-69.630864463,44.567252793,Maple-Sugar,Poor,N/A,N/A,1,10,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,>250,Organic Spray,1,POINT(-69.630864463 44.567252793)
96,-69.627443773,44.552831406,Maple-Sugar,Good,N/A,N/A,1,3,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,25-250,Organic Spray,1,POINT(-69.627443773 44.552831406)
98,-69.627390599,44.552948094,Maple-Sugar,Good,N/A,N/A,1,3,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,25-250,Organic Spray,1,POINT(-69.627390599 44.552948094)
99,-69.627462326,44.552961345,Maple-Sugar,Good,N/A,N/A,1,3,0,0,0,0,0,2,Bartlett Invent Feb 2022,Y,N/A,Fruiting/Flowering,25-250,Organic Spray,1,POINT(-69.627462326 44.552961345)
